Offence group,Code,Community safety partnership,Police force area,Crime Severity Score Apr 15 - Mar 16,Crime Severity Score Apr 16 - Mar 17,Crime Severity Score Apr 17 - Mar 18,Crime Severity Score Apr 18 - Mar 19,Crime Severity Score Apr 19 - Mar 20,Crime Severity Score Apr 20 - Mar 21,"Offence rate per 1,000 population Apr 15 - Mar 16","Offence rate per 1,000 population Apr 16 - Mar 17","Offence rate per 1,000 population Apr 17 - Mar 18","Offence rate per 1,000 population Apr 18 - Mar 19","Offence rate per 1,000 population Apr 19 - Mar 20","Offence rate per 1,000 population Apr 20 - Mar 21"
Theft offences,W06000011,Swansea,South Wales,2.9,2.7,3.6,3.6,3.3,2.6,29,28,29,29,29,19
Theft offences,W06000014,Vale of Glamorgan,South Wales,1.9,2.4,2.8,2.7,2.1,1.7,19,23,21,21,19,14
Theft offences,E08000016,Barnsley,South Yorkshire,3.5,4.2,6,5,4.9,3.8,31,37,39,34,32,21
Theft offences,E08000017,Doncaster,South Yorkshire,5,5.9,7,6.8,7.3,5.9,42,49,49,48,45,33
Theft offences,E08000018,Rotherham,South Yorkshire,4.1,4.8,5.3,5.7,4.9,3.3,36,38,39,37,35,22
Theft offences,E08000019,Sheffield,South Yorkshire,4.6,5.3,6.2,6.1,5.7,4.2,39,41,44,38,38,26
Theft offences,E07000192,Cannock Chase,Staffordshire,2.5,2.7,2.6,2.7,2.3,1.5,23,25,25,25,22,13
Theft offences,E07000193,East Staffordshire,Staffordshire,2.3,2.7,3.3,2.7,2.4,1.7,22,26,26,24,21,13
Theft offences,E07000194,Lichfield,Staffordshire,2,2.5,2.9,3.3,2.6,1.7,18,21,24,24,22,13
Theft offences,E07000195,Newcastle-under-Lyme,Staffordshire,2.1,2.5,2.7,2.4,2.1,1.5,20,24,22,23,22,12
Theft offences,E07000196,South Staffordshire,Staffordshire,2.2,2.3,3.6,3.1,3.1,2.1,17,18,23,21,19,13
Theft offences,E07000197,Stafford,Staffordshire,1.9,2.4,3,3,2.1,1.5,20,22,24,23,19,12
Theft offences,E07000198,Staffordshire Moorlands,Staffordshire,1.4,1.4,1.6,1.8,1.5,1.1,14,14,13,14,13,8
Theft offences,E06000021,Stoke-on-Trent,Staffordshire,3.6,3.6,4.7,4.3,3.7,2.6,34,36,39,39,34,22
Theft offences,E07000199,Tamworth,Staffordshire,2.7,3.1,3.5,3.3,2.6,1.8,25,30,30,29,28,17
Theft offences,E07000200,Babergh,Suffolk,0.2,2,3.2,2.8,2.7,1.7,2,17,21,18,17,12
Theft offences,E07000244,East Suffolk,Suffolk,0.2,1.8,2.8,2.2,1.9,1.7,3,19,21,17,17,12
Theft offences,E07000202,Ipswich,Suffolk,0.4,3.4,5.1,5.1,4,2.6,7,40,46,47,42,22
Theft offences,E07000203,Mid Suffolk,Suffolk,0.2,1.7,3.1,2.3,3.1,1.6,2,14,17,13,15,8
Theft offences,E07000245,West Suffolk,Suffolk,0.5,2.2,3.1,2.9,2.6,2.1,4,21,24,22,23,16
Theft offences,E22000373,Western Suffolk,Suffolk,:,:,:,:,:,:,:,:,:,:,:,:
Theft offences,E07000207,Elmbridge,Surrey,2.5,3.3,4.2,3.7,3.8,2.3,20,23,24,24,22,15
Theft offences,E07000208,Epsom and Ewell,Surrey,2.3,3.1,3.6,4.3,3.3,2.6,21,26,27,29,24,16
Theft offences,E07000209,Guildford,Surrey,1.9,2.1,2.7,2.7,2.8,1.7,22,22,25,26,24,15
Theft offences,E07000210,Mole Valley,Surrey,1.9,2.5,2.7,2.6,2.9,1.6,17,19,19,19,19,12
Theft offences,E07000211,Reigate and Banstead,Surrey,2.1,2.2,3.1,2.8,2.9,1.6,20,19,20,21,20,12
Theft offences,E07000212,Runnymede,Surrey,2.9,3.3,4.9,3.3,4.4,2.6,24,24,29,25,27,19
Theft offences,E07000213,Spelthorne,Surrey,2.6,3.2,4.4,3.7,4.3,3,24,25,28,28,28,20
Theft offences,E07000214,Surrey Heath,Surrey,1.6,1.8,2.5,3.2,3.5,1.9,17,16,20,23,21,14
Theft offences,E07000215,Tandridge,Surrey,2.8,3.1,4.4,4.2,3.9,2.6,26,24,26,24,24,17
Theft offences,E07000216,Waverley,Surrey,1.6,2,2.6,2.8,2.9,1.8,14,16,16,19,18,13
Theft offences,E07000217,Woking,Surrey,2.2,2.4,3.4,3.3,2.9,2.1,21,20,25,25,24,16
Theft offences,E07000223,Adur,Sussex,1.7,1.8,2.1,2.2,2.4,1.5,18,14,16,16,18,15
Theft offences,E07000224,Arun,Sussex,2,2.3,2.8,2.8,2.8,2.1,21,24,25,23,26,18
Theft offences,E06000043,Brighton and Hove,Sussex,3.3,3.4,3.4,3.5,3.9,2.5,36,36,35,35,38,24
Theft offences,E07000225,Chichester,Sussex,1.8,2.1,2.9,3.2,3,2.2,19,23,22,26,25,17
Theft offences,E07000226,Crawley,Sussex,2.8,2.8,3.8,3.7,3.2,2.3,37,39,42,40,38,21
Theft offences,E07000061,Eastbourne,Sussex,2,2.5,3.4,2.5,3.5,2.3,23,26,29,24,27,18
Theft offences,E07000062,Hastings,Sussex,3.5,3.7,4.5,3.7,3.6,2.5,32,32,33,30,31,21
Theft offences,E07000227,Horsham,Sussex,1.6,1.9,2.5,1.8,2.1,1.2,15,15,17,15,16,11
Theft offences,E07000063,Lewes,Sussex,1.7,1.9,2.1,2.1,2.6,1.6,15,15,16,15,17,11
Theft offences,E07000228,Mid Sussex,Sussex,1.4,1.8,2.3,2,2.1,1.3,15,16,17,15,15,10
Theft offences,E07000064,Rother,Sussex,1.8,2,3.2,2.7,2.8,2.1,16,17,19,18,21,13
Theft offences,E07000065,Wealden,Sussex,1.4,1.7,2.6,1.9,2.2,1.1,12,14,16,13,16,9
Theft offences,E07000229,Worthing,Sussex,1.8,1.9,2.4,3,2.8,1.8,23,22,24,24,25,20
Theft offences,E06000036,Bracknell Forest,Thames Valley,1.4,1.5,2,2.2,2.4,1.7,18,19,17,22,22,15
Theft offences,E06000060,Buckinghamshire,Thames Valley,2.2,2.5,3.2,3.1,2.9,2,24,25,27,26,24,17
Theft offences,E07000177,Cherwell,Thames Valley,1.9,2.7,3.7,2.8,2.5,1.6,28,35,37,29,28,17
Theft offences,E06000042,Milton Keynes,Thames Valley,2.8,3,3.8,3.3,3.5,2.4,38,37,41,39,42,22
Theft offences,E07000178,Oxford,Thames Valley,4.1,3.9,5.4,4.7,4.2,3.9,51,57,62,53,55,35
Theft offences,E06000038,Reading,Thames Valley,3.5,4.2,5,4.7,4.1,3.5,43,48,50,43,40,31
Theft offences,E06000039,Slough,Thames Valley,4.1,4.4,5,5.1,4.4,3.6,40,42,40,43,42,32
Theft offences,E07000179,South Oxfordshire,Thames Valley,1.7,1.7,3,2.5,2.6,2,20,20,24,21,22,15
Theft offences,E07000180,Vale of White Horse,Thames Valley,1.4,1.4,2.3,2,1.9,1.3,17,16,19,16,14,10
Theft offences,E06000037,West Berkshire,Thames Valley,1.9,1.9,2.7,2.5,2.5,1.6,23,24,25,25,24,14
Theft offences,E07000181,West Oxfordshire,Thames Valley,1.2,1.5,2.4,2.3,2.4,1.6,15,16,17,16,16,12
Theft offences,E06000040,Windsor and Maidenhead,Thames Valley,2.8,3.2,3.7,3.3,3.4,2.5,28,30,30,31,29,20
Theft offences,E06000041,Wokingham,Thames Valley,1.7,1.9,2.4,2.5,2.3,1.6,18,20,20,20,18,13
Theft offences,E07000218,North Warwickshire,Warwickshire,3.9,4.2,5.5,5.7,4.6,3.5,30,33,35,35,31,23
Theft offences,E07000219,Nuneaton and Bedworth,Warwickshire,3.4,3.4,4.7,4.4,4,2.5,30,34,37,34,31,20
Theft offences,E07000220,Rugby,Warwickshire,3.2,3.1,4.7,3.8,3.1,2.1,29,28,32,29,27,17
Theft offences,E22000359,South Warwickshire,Warwickshire,2.3,3,4.7,4.2,3.9,2.4,24,29,33,31,30,19
Theft offences,E06000019,"Herefordshire, County of",West Mercia,2.1,2.1,2.8,2.4,2.3,1.6,20,20,19,19,18,11
Theft offences,E22000368,North Worcestershire,West Mercia,2.8,3.5,4.6,4.2,3.5,2.4,27,29,32,30,27,17
Theft offences,E06000051,Shropshire,West Mercia,2.1,2,2.8,3.1,2.5,2,19,18,21,23,19,13
Theft offences,E22000332,South Worcester,West Mercia,2.6,3.1,3.5,3.8,3.2,2.7,24,29,27,27,24,17
Theft offences,E06000020,Telford and Wrekin,West Mercia,3.6,3.4,4.7,3.7,3.4,2.5,28,32,31,27,26,18
Theft offences,E08000025,Birmingham,West Midlands,4.1,5.2,6.4,6.8,5.8,4.9,34,40,42,43,36,28
Theft offences,E08000026,Coventry,West Midlands,4.3,4.4,6,5.6,4.7,3.5,31,33,36,35,31,23
Theft offences,E08000027,Dudley,West Midlands,3.4,3.9,4.5,5,4.8,3.4,28,31,35,33,28,21
Theft offences,E08000028,Sandwell,West Midlands,4.1,4.3,5.8,6.4,5.3,4.1,31,36,41,41,31,26
Theft offences,E08000029,Solihull,West Midlands,3.8,4.9,6.6,6.4,5.1,3.9,33,38,42,40,35,25
Theft offences,E08000030,Walsall,West Midlands,4.2,4.6,5.6,5.4,4.6,3.7,33,34,39,38,32,23
Theft offences,E08000031,Wolverhampton,West Midlands,3.8,3.8,5.1,5,4.6,3.9,31,33,38,42,34,27
Theft offences,E08000032,Bradford,West Yorkshire,6.4,6.8,8.4,7.6,6.3,4.4,48,49,49,45,39,24
Theft offences,E08000033,Calderdale,West Yorkshire,4.5,5.2,6.5,5.9,5,3.1,38,42,40,38,34,21
Theft offences,E08000034,Kirklees,West Yorkshire,4.4,4.8,5.3,5.3,4.6,2.9,34,36,34,34,31,19
Theft offences,E08000035,Leeds,West Yorkshire,5.9,6.7,7.9,7.9,6.6,4.6,48,51,51,50,45,29
Theft offences,E08000036,Wakefield,West Yorkshire,3.9,4.1,5.1,5.2,4.7,3.6,36,40,39,40,37,25
Theft offences,E06000030,Swindon,Wiltshire,3.6,4.5,5.2,3.1,2.9,2.1,35,39,38,30,28,19
Theft offences,E06000054,Wiltshire,Wiltshire,1.7,1.7,2.4,2.2,2.1,1.4,16,16,19,19,18,11
Criminal damage and arson,E06000022,Bath and North East Somerset,Avon and Somerset,0.2,0.2,0.2,0.1,0.1,0.1,7,7,8,7,7,7
Criminal damage and arson,E06000023,"Bristol, City of",Avon and Somerset,0.3,0.3,0.3,0.3,0.3,0.2,12,12,13,12,12,11
Criminal damage and arson,E06000024,North Somerset,Avon and Somerset,0.2,0.2,0.2,0.2,0.2,0.1,8,8,7,8,8,6
Criminal damage and arson,E10000027,Somerset,Avon and Somerset,0.2,0.2,0.2,0.2,0.2,0.1,8,8,9,8,9,7
Criminal damage and arson,E06000025,South Gloucestershire,Avon and Somerset,0.2,0.2,0.2,0.2,0.1,0.1,8,7,9,7,7,6
Criminal damage and arson,E06000055,Bedford,Bedfordshire,0.3,0.2,0.1,0.3,0.2,0.2,9,8,9,9,9,8
Criminal damage and arson,E06000056,Central Bedfordshire,Bedfordshire,0.2,0.1,0.1,0.2,0.1,0.1,8,7,8,8,7,5
Criminal damage and arson,E06000032,Luton,Bedfordshire,0.2,0.2,0.2,0.2,0.2,0.2,9,9,10,10,9,8
Criminal damage and arson,E07000008,Cambridge,Cambridgeshire,0.2,0.2,0.2,0.2,0.3,0.2,9,9,11,10,12,8
Criminal damage and arson,E07000009,East Cambridgeshire,Cambridgeshire,0.1,0.1,0.1,0.1,0.1,0.1,5,4,5,6,6,6
Criminal damage and arson,E07000010,Fenland,Cambridgeshire,0.2,0.2,0.3,0.2,0.3,0.2,10,10,11,10,10,8
Criminal damage and arson,E07000011,Huntingdonshire,Cambridgeshire,0.1,0.2,0.1,0.2,0.1,0.1,7,8,8,7,7,6
Criminal damage and arson,E06000031,Peterborough,Cambridgeshire,0.3,0.4,0.4,0.3,0.3,0.3,13,15,15,13,13,10
Criminal damage and arson,E07000012,South Cambridgeshire,Cambridgeshire,0.1,0.1,0.1,0.2,0.1,0.1,4,5,6,6,6,5
Criminal damage and arson,E06000049,Cheshire East,Cheshire,0.1,0.1,0.2,0.2,0.2,0.1,7,8,9,8,9,7
Criminal damage and arson,E06000050,Cheshire West and Chester,Cheshire,0.2,0.2,0.2,0.2,0.2,0.1,8,9,9,9,9,7
Criminal damage and arson,E06000006,Halton,Cheshire,0.2,0.3,0.4,0.4,0.3,0.3,11,12,14,14,13,10
Criminal damage and arson,E06000007,Warrington,Cheshire,0.2,0.2,0.3,0.3,0.3,0.2,8,8,10,10,10,8
Criminal damage and arson,E09000001,City of London,City of London, : , : , : , : , : , : , : , : , : , : , : , : 
Criminal damage and arson,E06000001,Hartlepool,Cleveland,0.4,0.4,0.4,0.3,0.5,0.4,18,18,17,17,18,16
Criminal damage and arson,E06000002,Middlesbrough,Cleveland,0.4,0.4,0.4,0.4,0.6,0.5,20,19,22,23,24,20
Criminal damage and arson,E06000003,Redcar and Cleveland,Cleveland,0.3,0.3,0.3,0.3,0.3,0.3,17,16,17,15,16,15
Criminal damage and arson,E06000004,Stockton-on-Tees,Cleveland,0.2,0.3,0.3,0.3,0.3,0.3,11,13,13,13,15,13
Criminal damage and arson,E07000026,Allerdale,Cumbria,0.2,0.2,0.3,0.2,0.2,0.2,11,11,12,11,11,8
Criminal damage and arson,E07000027,Barrow-in-Furness,Cumbria,0.2,0.2,0.3,0.3,0.2,0.3,13,13,12,13,12,11
Criminal damage and arson,E07000028,Carlisle,Cumbria,0.2,0.2,0.3,0.4,0.4,0.2,13,13,15,16,19,12
Criminal damage and arson,E07000029,Copeland,Cumbria,0.2,0.1,0.2,0.3,0.2,0.2,10,9,10,12,10,9
Criminal damage and arson,E07000030,Eden,Cumbria,0.1,0.1,0.1,0.1,0.1,0.1,6,6,5,7,7,5
Criminal damage and arson,E07000031,South Lakeland,Cumbria,0.1,0.1,0.1,0.1,0.1,0.1,7,8,6,7,6,5
Criminal damage and arson,E07000032,Amber Valley,Derbyshire,0.2,0.1,0.1,0.2,0.2,0.1,8,7,7,8,8,8
Criminal damage and arson,E07000033,Bolsover,Derbyshire,0.3,0.2,0.2,0.2,0.3,0.2,9,7,8,7,9,8
Criminal damage and arson,E07000034,Chesterfield,Derbyshire,0.2,0.2,0.2,0.2,0.2,0.2,9,9,8,9,10,9
Criminal damage and arson,E06000015,Derby,Derbyshire,0.2,0.2,0.2,0.2,0.2,0.2,11,10,10,9,11,11
Criminal damage and arson,E07000035,Derbyshire Dales,Derbyshire,0.1,0.1,0.1,0.1,0.1,0.1,5,4,4,4,5,5
Criminal damage and arson,E07000036,Erewash,Derbyshire,0.2,0.2,0.2,0.2,0.2,0.2,8,9,9,9,9,7
Criminal damage and arson,E07000037,High Peak,Derbyshire,0.1,0.2,0.1,0.1,0.2,0.2,7,7,7,6,8,8
Criminal damage and arson,E07000038,North East Derbyshire,Derbyshire,0.1,0.1,0.1,0.2,0.2,0.1,6,5,6,6,6,6
Criminal damage and arson,E07000039,South Derbyshire,Derbyshire,0.1,0.2,0.1,0.1,0.1,0.1,5,6,6,5,6,6
Criminal damage and arson,E06000052,Cornwall,Devon and Cornwall,0.2,0.2,0.2,0.2,0.2,0.1,7,8,8,8,8,7
Criminal damage and arson,E22000362,East and Mid Devon,Devon and Cornwall,0.1,0.1,0.1,0.1,0.1,0.1,5,5,6,6,6,5
Criminal damage and arson,E07000041,Exeter,Devon and Cornwall,0.1,0.2,0.2,0.2,0.2,0.1,9,11,10,10,9,7
Criminal damage and arson,E06000053,Isles of Scilly,Devon and Cornwall,0.1,0,0.1,0,0,0,6,4,7,3,4,3
Criminal damage and arson,E07000043,North Devon,Devon and Cornwall,0.1,0.1,0.1,0.2,0.2,0.1,7,8,8,8,7,6
Criminal damage and arson,E06000026,Plymouth,Devon and Cornwall,0.2,0.3,0.3,0.3,0.3,0.2,11,11,12,11,11,10
Criminal damage and arson,E22000364,South Devon and Dartmoor,Devon and Cornwall,0.1,0.1,0.1,0.2,0.1,0.1,5,6,7,7,6,5
Criminal damage and arson,E06000027,Torbay,Devon and Cornwall,0.2,0.3,0.2,0.2,0.3,0.2,10,11,12,12,11,10
Criminal damage and arson,E06000028,Bournemouth,Dorset,:,:,:,:,:,:,:,:,:,:,:,:
Criminal damage and arson,E06000058,"Bournemouth, Christchurch and Poole",Dorset,0.1,0.2,0.1,0.2,0.2,0.1,9,9,10,11,11,9
Criminal damage and arson,E06000059,Dorset,Dorset,0.1,0.1,0.2,0.1,0.1,0.1,7,7,8,7,8,6
Criminal damage and arson,E22000367,Dorset (inc. Christchurch),Dorset,:,:,:,:,:,:,:,:,:,:,:,:
Criminal damage and arson,E06000029,Poole,Dorset,:,:,:,:,:,:,:,:,:,:,:,:
Criminal damage and arson,E06000047,County Durham,Durham,0.3,0.3,0.4,0.3,0.3,0.3,11,13,16,15,14,13
Criminal damage and arson,E06000005,Darlington,Durham,0.3,0.3,0.3,0.3,0.3,0.3,11,16,17,16,15,12
Criminal damage and arson,W06000010,Carmarthenshire,Dyfed-Powys,0.1,0.1,0.2,0.2,0.2,0.2,8,8,9,8,9,7
Criminal damage and arson,W06000008,Ceredigion,Dyfed-Powys,0.1,0.1,0.1,0.2,0.2,0.1,10,10,8,8,8,5
Criminal damage and arson,W06000009,Pembrokeshire,Dyfed-Powys,0.1,0.1,0.2,0.2,0.2,0.2,7,8,9,9,9,9
Criminal damage and arson,W06000023,Powys,Dyfed-Powys,0.1,0.1,0.1,0.2,0.1,0.1,6,6,7,7,6,6
Criminal damage and arson,E07000066,Basildon,Essex,0.2,0.2,0.2,0.2,0.3,0.3,12,12,11,10,11,9
Criminal damage and arson,E07000067,Braintree,Essex,0.1,0.1,0.1,0.1,0.2,0.2,7,7,6,7,8,6
Criminal damage and arson,E07000068,Brentwood,Essex,0.1,0.1,0.1,0.2,0.3,0.2,7,7,7,7,8,6
Criminal damage and arson,E07000069,Castle Point,Essex,0.2,0.2,0.1,0.2,0.2,0.2,6,6,7,8,8,7
Criminal damage and arson,E07000070,Chelmsford,Essex,0.1,0.1,0.1,0.2,0.3,0.2,7,8,7,8,10,7
Criminal damage and arson,E07000071,Colchester,Essex,0.1,0.2,0.2,0.2,0.3,0.2,9,8,10,9,10,8
Criminal damage and arson,E07000072,Epping Forest,Essex,0.1,0.1,0.1,0.1,0.2,0.2,7,8,8,7,8,7
Criminal damage and arson,E07000073,Harlow,Essex,0.2,0.2,0.2,0.3,0.4,0.4,10,11,11,11,12,10
Criminal damage and arson,E07000074,Maldon,Essex,0.1,0.1,0.1,0.1,0.1,0.1,5,6,5,6,6,5
Criminal damage and arson,E07000075,Rochford,Essex,0.1,0.1,0.1,0.1,0.2,0.1,6,6,6,5,6,5
Criminal damage and arson,E06000033,Southend-on-Sea,Essex,0.2,0.2,0.2,0.2,0.3,0.2,11,10,10,12,12,9
Criminal damage and arson,E07000076,Tendring,Essex,0.2,0.2,0.2,0.2,0.3,0.3,9,10,10,10,11,10
Criminal damage and arson,E06000034,Thurrock,Essex,0.2,0.2,0.2,0.3,0.5,0.3,10,10,10,11,12,8
Criminal damage and arson,E07000077,Uttlesford,Essex,0.1,0.1,0.1,0.1,0.2,0.1,5,6,7,6,8,7
Criminal damage and arson,E07000078,Cheltenham,Gloucestershire,0.2,0.2,0.2,0.2,0.2,0.2,9,10,9,9,9,8
Criminal damage and arson,E07000079,Cotswold,Gloucestershire,0.1,0.1,0.1,0.1,0.1,0.1,6,5,5,5,6,6
